,timestamp,station,district,freeway,direction,laneType,length,numSamples,percentObs,flow,occupancy,speed
724644,04/04/2018 15:40:00,401211,4,80,W,ML,0.355,60,100,543.0,0.2441,23.6
724898,04/04/2018 15:40:00,401698,4,80,W,ML,0.62,50,0,1475.0,0.4757,17.1
726394,04/04/2018 15:40:00,405602,4,80,W,ML,0.385,50,100,549.0,0.1886,32.7
728495,04/04/2018 15:45:00,401211,4,80,W,ML,0.355,60,100,388.0,0.1707,23.5
728749,04/04/2018 15:45:00,401698,4,80,W,ML,0.62,50,0,1304.0,0.3642,15.6
730245,04/04/2018 15:45:00,405602,4,80,W,ML,0.385,50,100,295.0,0.1476,29.1
732346,04/04/2018 15:50:00,401211,4,80,W,ML,0.355,60,100,503.0,0.2166,21.8
732600,04/04/2018 15:50:00,401698,4,80,W,ML,0.62,50,0,1463.0,0.4617,14.9
734096,04/04/2018 15:50:00,405602,4,80,W,ML,0.385,50,100,526.0,0.2448,26.8
736197,04/04/2018 15:55:00,401211,4,80,W,ML,0.355,60,100,481.0,0.2139,21.1
736451,04/04/2018 15:55:00,401698,4,80,W,ML,0.62,50,0,1459.0,0.4815,13.8
737947,04/04/2018 15:55:00,405602,4,80,W,ML,0.385,50,100,431.0,0.1931,26.8
740048,04/04/2018 16:00:00,401211,4,80,W,ML,0.355,60,100,402.0,0.1285,25.7
740302,04/04/2018 16:00:00,401698,4,80,W,ML,0.62,50,0,1336.0,0.3047,17.2
741798,04/04/2018 16:00:00,405602,4,80,W,ML,0.385,50,100,564.0,0.215,28.6
743899,04/04/2018 16:05:00,401211,4,80,W,ML,0.355,60,100,409.0,0.1402,26.2
744153,04/04/2018 16:05:00,401698,4,80,W,ML,0.62,50,0,1352.0,0.3663,16.7
745649,04/04/2018 16:05:00,405602,4,80,W,ML,0.385,50,100,471.0,0.1557,29.8
747750,04/04/2018 16:10:00,401211,4,80,W,ML,0.355,60,100,482.0,0.1913,25.4
748004,04/04/2018 16:10:00,401698,4,80,W,ML,0.62,50,0,1473.0,0.3668,18.0
749500,04/04/2018 16:10:00,405602,4,80,W,ML,0.385,50,100,339.0,0.1168,32.0
751601,04/04/2018 16:15:00,401211,4,80,W,ML,0.355,60,100,477.0,0.2022,22.9
751855,04/04/2018 16:15:00,401698,4,80,W,ML,0.62,50,0,1464.0,0.4852,16.3
753351,04/04/2018 16:15:00,405602,4,80,W,ML,0.385,49,100,522.0,0.1892,32.6
755452,04/04/2018 16:20:00,401211,4,80,W,ML,0.355,60,100,560.0,0.2174,23.9
755706,04/04/2018 16:20:00,401698,4,80,W,ML,0.62,50,0,1471.0,0.4888,16.4
757202,04/04/2018 16:20:00,405602,4,80,W,ML,0.385,50,100,471.0,0.1608,33.7
759303,04/04/2018 16:25:00,401211,4,80,W,ML,0.355,60,100,394.0,0.1118,28.2
759557,04/04/2018 16:25:00,401698,4,80,W,ML,0.62,50,0,1308.0,0.2837,20.9
761053,04/04/2018 16:25:00,405602,4,80,W,ML,0.385,50,100,522.0,0.1638,35.3
763154,04/04/2018 16:30:00,401211,4,80,W,ML,0.355,60,100,494.0,0.1381,30.3
763408,04/04/2018 16:30:00,401698,4,80,W,ML,0.62,50,0,1476.0,0.3447,23.6
764904,04/04/2018 16:30:00,405602,4,80,W,ML,0.385,50,100,499.0,0.1292,38.6
767005,04/04/2018 16:35:00,401211,4,80,W,ML,0.355,60,100,378.0,0.11900000000000001,28.9
767259,04/04/2018 16:35:00,401698,4,80,W,ML,0.62,50,0,1289.0,0.3299,20.9
768755,04/04/2018 16:35:00,405602,4,80,W,ML,0.385,50,100,429.0,0.0848,45.1
770856,04/04/2018 16:40:00,401211,4,80,W,ML,0.355,60,100,521.0,0.1978,26.3
771110,04/04/2018 16:40:00,401698,4,80,W,ML,0.62,50,0,1456.0,0.4388,21.6
772606,04/04/2018 16:40:00,405602,4,80,W,ML,0.385,50,100,525.0,0.1029,49.3
774707,04/04/2018 16:45:00,401211,4,80,W,ML,0.355,60,100,341.0,0.1783,23.0
774961,04/04/2018 16:45:00,401698,4,80,W,ML,0.62,50,0,1145.0,0.4446,16.1
776457,04/04/2018 16:45:00,405602,4,80,W,ML,0.385,50,100,390.0,0.1378,45.2
778558,04/04/2018 16:50:00,401211,4,80,W,ML,0.355,60,100,517.0,0.1539,27.1
778812,04/04/2018 16:50:00,401698,4,80,W,ML,0.62,50,0,1482.0,0.3808,18.4
780308,04/04/2018 16:50:00,405602,4,80,W,ML,0.385,50,100,508.0,0.1881,38.7
782409,04/04/2018 16:55:00,401211,4,80,W,ML,0.355,60,100,261.0,0.0748,28.3
782663,04/04/2018 16:55:00,401698,4,80,W,ML,0.62,50,0,954.0,0.1882,24.7
784159,04/04/2018 16:55:00,405602,4,80,W,ML,0.385,50,100,252.0,0.0456,47.9
786260,04/04/2018 17:00:00,401211,4,80,W,ML,0.355,60,100,272.0,0.037000000000000005,43.8
786514,04/04/2018 17:00:00,401698,4,80,W,ML,0.62,50,0,925.0,0.1009,35.1
788010,04/04/2018 17:00:00,405602,4,80,W,ML,0.385,50,100,216.0,0.037000000000000005,55.3
790111,04/04/2018 17:05:00,401211,4,80,W,ML,0.355,60,100,410.0,0.0581,50.3
790365,04/04/2018 17:05:00,401698,4,80,W,ML,0.62,50,0,1378.0,0.14800000000000002,41.5
791861,04/04/2018 17:05:00,405602,4,80,W,ML,0.385,50,100,345.0,0.0722,52.2
793962,04/04/2018 17:10:00,401211,4,80,W,ML,0.355,60,100,532.0,0.0999,48.2
794216,04/04/2018 17:10:00,401698,4,80,W,ML,0.62,50,0,1416.0,0.2552,38.4
795712,04/04/2018 17:10:00,405602,4,80,W,ML,0.385,50,100,325.0,0.0618,53.1
797813,04/04/2018 17:15:00,401211,4,80,W,ML,0.355,60,100,429.0,0.1355,39.0
798067,04/04/2018 17:15:00,401698,4,80,W,ML,0.62,50,0,1385.0,0.3323,28.4
799563,04/04/2018 17:15:00,405602,4,80,W,ML,0.385,50,100,401.0,0.1002,48.7
801664,04/04/2018 17:20:00,401211,4,80,W,ML,0.355,60,100,545.0,0.1968,32.5
801918,04/04/2018 17:20:00,401698,4,80,W,ML,0.62,50,0,1471.0,0.4842,22.2
803414,04/04/2018 17:20:00,405602,4,80,W,ML,0.385,50,100,492.0,0.1677,41.9
805515,04/04/2018 17:25:00,401211,4,80,W,ML,0.355,60,100,461.0,0.2056,27.4
805769,04/04/2018 17:25:00,401698,4,80,W,ML,0.62,50,0,1430.0,0.4618,20.2
807265,04/04/2018 17:25:00,405602,4,80,W,ML,0.385,50,100,525.0,0.17300000000000001,39.2
809366,04/04/2018 17:30:00,401211,4,80,W,ML,0.355,60,100,421.0,0.2075,23.1
809620,04/04/2018 17:30:00,401698,4,80,W,ML,0.62,50,0,1418.0,0.4592,16.7
811116,04/04/2018 17:30:00,405602,4,80,W,ML,0.385,50,100,421.0,0.139,38.4
813217,04/04/2018 17:35:00,401211,4,80,W,ML,0.355,60,100,385.0,0.1367,25.8
813471,04/04/2018 17:35:00,401698,4,80,W,ML,0.62,50,0,1322.0,0.37200000000000005,19.0
814967,04/04/2018 17:35:00,405602,4,80,W,ML,0.385,50,100,299.0,0.0892,37.7
817068,04/04/2018 17:40:00,401211,4,80,W,ML,0.355,60,100,493.0,0.1455,29.5
817322,04/04/2018 17:40:00,401698,4,80,W,ML,0.62,50,0,1441.0,0.4094,22.1
818818,04/04/2018 17:40:00,405602,4,80,W,ML,0.385,50,100,333.0,0.0746,42.7
820919,04/04/2018 17:45:00,401211,4,80,W,ML,0.355,60,100,460.0,0.0997,34.8
821173,04/04/2018 17:45:00,401698,4,80,W,ML,0.62,50,0,1476.0,0.2745,24.3
822669,04/04/2018 17:45:00,405602,4,80,W,ML,0.385,50,100,444.0,0.0868,48.3
824770,04/04/2018 17:50:00,401211,4,80,W,ML,0.355,60,100,391.0,0.0677,41.2
825024,04/04/2018 17:50:00,401698,4,80,W,ML,0.62,50,0,1262.0,0.1804,32.3
826520,04/04/2018 17:50:00,405602,4,80,W,ML,0.385,50,100,451.0,0.069,57.8
828621,04/04/2018 17:55:00,401211,4,80,W,ML,0.355,60,100,336.0,0.04,53.4
828875,04/04/2018 17:55:00,401698,4,80,W,ML,0.62,50,0,1146.0,0.1127,46.8
830371,04/04/2018 17:55:00,405602,4,80,W,ML,0.385,50,100,372.0,0.0586,61.9
832472,04/04/2018 18:00:00,401211,4,80,W,ML,0.355,60,100,417.0,0.0484,61.8
832726,04/04/2018 18:00:00,401698,4,80,W,ML,0.62,50,0,1258.0,0.1346,53.4
834222,04/04/2018 18:00:00,405602,4,80,W,ML,0.385,50,100,392.0,0.0604,65.0
836323,04/04/2018 18:05:00,401211,4,80,W,ML,0.355,60,100,417.0,0.0514,63.9
836577,04/04/2018 18:05:00,401698,4,80,W,ML,0.62,50,0,1266.0,0.1358,57.2
838073,04/04/2018 18:05:00,405602,4,80,W,ML,0.385,50,100,444.0,0.0671,67.0
840174,04/04/2018 18:10:00,401211,4,80,W,ML,0.355,60,100,454.0,0.0553,65.1
840428,04/04/2018 18:10:00,401698,4,80,W,ML,0.62,50,0,1374.0,0.1478,57.7
841924,04/04/2018 18:10:00,405602,4,80,W,ML,0.385,50,100,381.0,0.0559,69.1
844025,04/04/2018 18:15:00,401211,4,80,W,ML,0.355,60,100,443.0,0.0551,65.0
844279,04/04/2018 18:15:00,401698,4,80,W,ML,0.62,50,0,1258.0,0.1554,57.7
845775,04/04/2018 18:15:00,405602,4,80,W,ML,0.385,50,100,301.0,0.0443,69.6
847876,04/04/2018 18:20:00,401211,4,80,W,ML,0.355,60,100,392.0,0.0491,65.6
848130,04/04/2018 18:20:00,401698,4,80,W,ML,0.62,50,0,1270.0,0.1314,56.7
849626,04/04/2018 18:20:00,405602,4,80,W,ML,0.385,50,100,497.0,0.0754,69.0
851727,04/04/2018 18:25:00,401211,4,80,W,ML,0.355,60,100,413.0,0.0516,64.8
851981,04/04/2018 18:25:00,401698,4,80,W,ML,0.62,50,0,1231.0,0.149,56.5
853477,04/04/2018 18:25:00,405602,4,80,W,ML,0.385,50,100,394.0,0.0596,69.1
855578,04/04/2018 18:30:00,401211,4,80,W,ML,0.355,60,100,437.0,0.0502,67.5
855832,04/04/2018 18:30:00,401698,4,80,W,ML,0.62,50,0,1336.0,0.1383,60.1
857328,04/04/2018 18:30:00,405602,4,80,W,ML,0.385,50,100,413.0,0.0574,72.0
859429,04/04/2018 18:35:00,401211,4,80,W,ML,0.355,60,100,449.0,0.0557,66.3
859683,04/04/2018 18:35:00,401698,4,80,W,ML,0.62,50,0,1387.0,0.1507,59.0
861179,04/04/2018 18:35:00,405602,4,80,W,ML,0.385,50,100,359.0,0.0547,70.6
863280,04/04/2018 18:40:00,401211,4,80,W,ML,0.355,60,100,428.0,0.0507,67.2
863534,04/04/2018 18:40:00,401698,4,80,W,ML,0.62,50,0,1290.0,0.1418,59.2
865030,04/04/2018 18:40:00,405602,4,80,W,ML,0.385,50,100,432.0,0.063,70.6
867131,04/04/2018 18:45:00,401211,4,80,W,ML,0.355,60,100,346.0,0.0419,67.1
867385,04/04/2018 18:45:00,401698,4,80,W,ML,0.62,50,0,1106.0,0.1128,58.9
868881,04/04/2018 18:45:00,405602,4,80,W,ML,0.385,50,100,390.0,0.061,68.9
870982,04/04/2018 18:50:00,401211,4,80,W,ML,0.355,60,100,389.0,0.0467,67.7
871236,04/04/2018 18:50:00,401698,4,80,W,ML,0.62,50,0,1028.0,0.1305,59.1
872732,04/04/2018 18:50:00,405602,4,80,W,ML,0.385,50,100,340.0,0.0518,68.8
874833,04/04/2018 18:55:00,401211,4,80,W,ML,0.355,60,100,334.0,0.0375,69.0
875087,04/04/2018 18:55:00,401698,4,80,W,ML,0.62,50,0,1001.0,0.0955,60.6
876583,04/04/2018 18:55:00,405602,4,80,W,ML,0.385,50,100,335.0,0.0497,69.5
878684,04/04/2018 19:00:00,401211,4,80,W,ML,0.355,60,100,537.0,0.0656,67.1
878938,04/04/2018 19:00:00,401698,4,80,W,ML,0.62,50,0,1483.0,0.172,59.0
880434,04/04/2018 19:00:00,405602,4,80,W,ML,0.385,50,100,522.0,0.0806,68.6
882535,04/04/2018 19:05:00,401211,4,80,W,ML,0.355,60,100,298.0,0.0328,69.4
882789,04/04/2018 19:05:00,401698,4,80,W,ML,0.62,50,0,1016.0,0.0908,60.4
884285,04/04/2018 19:05:00,405602,4,80,W,ML,0.385,50,100,336.0,0.0501,69.8
886386,04/04/2018 19:10:00,401211,4,80,W,ML,0.355,60,100,401.0,0.0472,68.8
886640,04/04/2018 19:10:00,401698,4,80,W,ML,0.62,50,0,1227.0,0.1258,61.0
888136,04/04/2018 19:10:00,405602,4,80,W,ML,0.385,50,100,279.0,0.0424,69.4
890237,04/04/2018 19:15:00,401211,4,80,W,ML,0.355,60,100,428.0,0.0484,69.5
890491,04/04/2018 19:15:00,401698,4,80,W,ML,0.62,50,0,1328.0,0.1224,61.3
891987,04/04/2018 19:15:00,405602,4,80,W,ML,0.385,50,100,334.0,0.0458,72.0
894088,04/04/2018 19:20:00,401211,4,80,W,ML,0.355,60,100,417.0,0.0486,69.1
894342,04/04/2018 19:20:00,401698,4,80,W,ML,0.62,50,0,1089.0,0.1332,61.2
895838,04/04/2018 19:20:00,405602,4,80,W,ML,0.385,50,100,357.0,0.053,71.3
897939,04/04/2018 19:25:00,401211,4,80,W,ML,0.355,60,100,437.0,0.0526,67.5
898193,04/04/2018 19:25:00,401698,4,80,W,ML,0.62,50,0,1317.0,0.139,59.6
899689,04/04/2018 19:25:00,405602,4,80,W,ML,0.385,50,100,303.0,0.0448,70.7
901790,04/04/2018 19:30:00,401211,4,80,W,ML,0.355,60,100,352.0,0.0424,67.3
902044,04/04/2018 19:30:00,401698,4,80,W,ML,0.62,50,0,1198.0,0.1148,59.2
903540,04/04/2018 19:30:00,405602,4,80,W,ML,0.385,50,100,417.0,0.06,71.5
905641,04/04/2018 19:35:00,401211,4,80,W,ML,0.355,59,100,396.0,0.046,68.1
905895,04/04/2018 19:35:00,401698,4,80,W,ML,0.62,50,0,1174.0,0.1289,60.1
907391,04/04/2018 19:35:00,405602,4,80,W,ML,0.385,50,100,388.0,0.0572,70.8
909492,04/04/2018 19:40:00,401211,4,80,W,ML,0.355,60,100,384.0,0.0464,67.3
909746,04/04/2018 19:40:00,401698,4,80,W,ML,0.62,50,0,1114.0,0.1273,58.3
911242,04/04/2018 19:40:00,405602,4,80,W,ML,0.385,50,100,382.0,0.059000000000000004,69.3
913343,04/04/2018 19:45:00,401211,4,80,W,ML,0.355,60,100,339.0,0.0388,68.2
913597,04/04/2018 19:45:00,401698,4,80,W,ML,0.62,50,0,1021.0,0.1095,58.9
915093,04/04/2018 19:45:00,405602,4,80,W,ML,0.385,50,100,427.0,0.0621,70.1
917194,04/04/2018 19:50:00,401211,4,80,W,ML,0.355,60,100,395.0,0.0475,67.7
917448,04/04/2018 19:50:00,401698,4,80,W,ML,0.62,50,0,1058.0,0.126,60.5
918944,04/04/2018 19:50:00,405602,4,80,W,ML,0.385,50,100,328.0,0.052000000000000005,68.4
921045,04/04/2018 19:55:00,401211,4,80,W,ML,0.355,60,100,458.0,0.0542,67.6
921299,04/04/2018 19:55:00,401698,4,80,W,ML,0.62,50,0,1236.0,0.1438,58.9
922795,04/04/2018 19:55:00,405602,4,80,W,ML,0.385,50,100,361.0,0.0556,67.6
924896,04/04/2018 20:00:00,401211,4,80,W,ML,0.355,60,100,401.0,0.0456,68.8
925150,04/04/2018 20:00:00,401698,4,80,W,ML,0.62,50,0,1152.0,0.1262,60.2
926646,04/04/2018 20:00:00,405602,4,80,W,ML,0.385,50,100,387.0,0.0562,69.2
928747,04/04/2018 20:05:00,401211,4,80,W,ML,0.355,60,100,429.0,0.0485,69.7
929001,04/04/2018 20:05:00,401698,4,80,W,ML,0.62,50,0,1253.0,0.127,60.4
930497,04/04/2018 20:05:00,405602,4,80,W,ML,0.385,50,100,344.0,0.051,69.5
932598,04/04/2018 20:10:00,401211,4,80,W,ML,0.355,59,100,324.0,0.0398,67.7
932852,04/04/2018 20:10:00,401698,4,80,W,ML,0.62,50,0,996.0,0.1084,59.3
934348,04/04/2018 20:10:00,405602,4,80,W,ML,0.385,50,100,307.0,0.0456,70.3
936449,04/04/2018 20:15:00,401211,4,80,W,ML,0.355,60,100,376.0,0.0464,66.8
936703,04/04/2018 20:15:00,401698,4,80,W,ML,0.62,50,0,1050.0,0.1305,59.1
938199,04/04/2018 20:15:00,405602,4,80,W,ML,0.385,50,100,411.0,0.0646,68.7
940300,04/04/2018 20:20:00,401211,4,80,W,ML,0.355,60,100,418.0,0.0458,69.6
940554,04/04/2018 20:20:00,401698,4,80,W,ML,0.62,50,0,1158.0,0.1268,61.8
942050,04/04/2018 20:20:00,405602,4,80,W,ML,0.385,50,100,273.0,0.0422,68.8
944151,04/04/2018 20:25:00,401211,4,80,W,ML,0.355,60,100,331.0,0.0377,70.3
944405,04/04/2018 20:25:00,401698,4,80,W,ML,0.62,50,0,1083.0,0.0986,61.9
945901,04/04/2018 20:25:00,405602,4,80,W,ML,0.385,50,100,289.0,0.0432,69.4
948002,04/04/2018 20:30:00,401211,4,80,W,ML,0.355,60,100,434.0,0.0502,69.1
948256,04/04/2018 20:30:00,401698,4,80,W,ML,0.62,50,0,1215.0,0.14,60.2
949752,04/04/2018 20:30:00,405602,4,80,W,ML,0.385,50,100,278.0,0.0397,71.1
951853,04/04/2018 20:35:00,401211,4,80,W,ML,0.355,60,100,446.0,0.0511,69.4
952107,04/04/2018 20:35:00,401698,4,80,W,ML,0.62,50,0,1157.0,0.1315,60.1
953603,04/04/2018 20:35:00,405602,4,80,W,ML,0.385,50,100,311.0,0.0452,71.0
955704,04/04/2018 20:40:00,401211,4,80,W,ML,0.355,60,100,243.0,0.0279,69.1
955958,04/04/2018 20:40:00,401698,4,80,W,ML,0.62,50,0,812.0,0.0812,60.9
957454,04/04/2018 20:40:00,405602,4,80,W,ML,0.385,50,100,235.0,0.0354,70.3
959555,04/04/2018 20:45:00,401211,4,80,W,ML,0.355,60,100,363.0,0.0401,70.5
959809,04/04/2018 20:45:00,401698,4,80,W,ML,0.62,50,0,1023.0,0.1003,61.8
961305,04/04/2018 20:45:00,405602,4,80,W,ML,0.385,50,100,304.0,0.0424,72.1
963406,04/04/2018 20:50:00,401211,4,80,W,ML,0.355,60,100,416.0,0.0502,68.5
963660,04/04/2018 20:50:00,401698,4,80,W,ML,0.62,50,0,1237.0,0.1276,60.4
965156,04/04/2018 20:50:00,405602,4,80,W,ML,0.385,50,100,474.0,0.0725,70.1
967257,04/04/2018 20:55:00,401211,4,80,W,ML,0.355,60,100,383.0,0.0472,66.8
967511,04/04/2018 20:55:00,401698,4,80,W,ML,0.62,50,0,1120.0,0.1291,59.1
969007,04/04/2018 20:55:00,405602,4,80,W,ML,0.385,50,100,376.0,0.0598,67.7
971108,04/04/2018 21:00:00,401211,4,80,W,ML,0.355,60,100,314.0,0.0372,66.6
971362,04/04/2018 21:00:00,401698,4,80,W,ML,0.62,50,0,1012.0,0.1017,58.6
972858,04/04/2018 21:00:00,405602,4,80,W,ML,0.385,50,100,186.0,0.0269,69.7
974959,04/04/2018 21:05:00,401211,4,80,W,ML,0.355,60,100,310.0,0.0361,66.7
975213,04/04/2018 21:05:00,401698,4,80,W,ML,0.62,50,0,990.0,0.1028,58.8
976709,04/04/2018 21:05:00,405602,4,80,W,ML,0.385,50,100,238.0,0.0341,70.5
978810,04/04/2018 21:10:00,401211,4,80,W,ML,0.355,60,100,346.0,0.0397,67.3
979064,04/04/2018 21:10:00,401698,4,80,W,ML,0.62,50,0,1051.0,0.1123,59.9
980560,04/04/2018 21:10:00,405602,4,80,W,ML,0.385,50,100,256.0,0.0396,68.8
982661,04/04/2018 21:15:00,401211,4,80,W,ML,0.355,60,100,311.0,0.0364,67.3
982915,04/04/2018 21:15:00,401698,4,80,W,ML,0.62,50,0,936.0,0.1026,59.2
984411,04/04/2018 21:15:00,405602,4,80,W,ML,0.385,50,100,276.0,0.0423,67.6
986512,04/04/2018 21:20:00,401211,4,80,W,ML,0.355,60,100,348.0,0.0413,66.6
986766,04/04/2018 21:20:00,401698,4,80,W,ML,0.62,50,0,1173.0,0.1065,57.3
988262,04/04/2018 21:20:00,405602,4,80,W,ML,0.385,50,100,340.0,0.0519,67.3
990363,04/04/2018 21:25:00,401211,4,80,W,ML,0.355,60,100,326.0,0.0356,68.8
990617,04/04/2018 21:25:00,401698,4,80,W,ML,0.62,50,0,989.0,0.1026,59.3
992113,04/04/2018 21:25:00,405602,4,80,W,ML,0.385,50,100,359.0,0.0498,70.2
994214,04/04/2018 21:30:00,401211,4,80,W,ML,0.355,60,100,385.0,0.0439,68.5
994468,04/04/2018 21:30:00,401698,4,80,W,ML,0.62,50,0,1172.0,0.1142,59.6
995964,04/04/2018 21:30:00,405602,4,80,W,ML,0.385,50,100,330.0,0.0465,71.3
998065,04/04/2018 21:35:00,401211,4,80,W,ML,0.355,60,100,332.0,0.0382,68.2
998319,04/04/2018 21:35:00,401698,4,80,W,ML,0.62,50,0,986.0,0.1032,60.5
999815,04/04/2018 21:35:00,405602,4,80,W,ML,0.385,50,100,357.0,0.0529,70.3
1001916,04/04/2018 21:40:00,401211,4,80,W,ML,0.355,60,100,309.0,0.0357,67.9
1002170,04/04/2018 21:40:00,401698,4,80,W,ML,0.62,50,0,927.0,0.0953,59.7
1003666,04/04/2018 21:40:00,405602,4,80,W,ML,0.385,50,100,240.0,0.0376,68.6
1005767,04/04/2018 21:45:00,401211,4,80,W,ML,0.355,60,100,270.0,0.0298,69.0
1006021,04/04/2018 21:45:00,401698,4,80,W,ML,0.62,50,0,890.0,0.0804,60.4
1007517,04/04/2018 21:45:00,405602,4,80,W,ML,0.385,50,100,346.0,0.0489,70.4
1009618,04/04/2018 21:50:00,401211,4,80,W,ML,0.355,60,100,305.0,0.0341,69.3
1009872,04/04/2018 21:50:00,401698,4,80,W,ML,0.62,50,0,850.0,0.094,60.7
1011368,04/04/2018 21:50:00,405602,4,80,W,ML,0.385,50,100,330.0,0.0476,70.8
1013469,04/04/2018 21:55:00,401211,4,80,W,ML,0.355,60,100,324.0,0.0386,67.6
1013723,04/04/2018 21:55:00,401698,4,80,W,ML,0.62,50,0,979.0,0.1078,58.3
1015219,04/04/2018 21:55:00,405602,4,80,W,ML,0.385,50,100,213.0,0.0317,69.9
1017320,04/04/2018 22:00:00,401211,4,80,W,ML,0.355,60,100,248.0,0.0268,69.4
1017574,04/04/2018 22:00:00,401698,4,80,W,ML,0.62,50,0,742.0,0.0736,60.4
1019070,04/04/2018 22:00:00,405602,4,80,W,ML,0.385,50,100,246.0,0.0344,71.2
1021171,04/04/2018 22:05:00,401211,4,80,W,ML,0.355,60,100,278.0,0.0325,68.2
1021425,04/04/2018 22:05:00,401698,4,80,W,ML,0.62,50,0,857.0,0.0891,59.4
1022921,04/04/2018 22:05:00,405602,4,80,W,ML,0.385,50,100,314.0,0.0467,69.8
1025022,04/04/2018 22:10:00,401211,4,80,W,ML,0.355,60,100,262.0,0.0294,69.0
1025276,04/04/2018 22:10:00,401698,4,80,W,ML,0.62,50,0,799.0,0.08199999999999999,60.4
1026772,04/04/2018 22:10:00,405602,4,80,W,ML,0.385,50,100,280.0,0.0406,70.3
1028873,04/04/2018 22:15:00,401211,4,80,W,ML,0.355,60,100,246.0,0.0272,69.7
1029127,04/04/2018 22:15:00,401698,4,80,W,ML,0.62,50,0,815.0,0.0759,60.7
1030623,04/04/2018 22:15:00,405602,4,80,W,ML,0.385,50,100,289.0,0.0409,70.8
1032724,04/04/2018 22:20:00,401211,4,80,W,ML,0.355,60,100,254.0,0.0297,68.6
1032978,04/04/2018 22:20:00,401698,4,80,W,ML,0.62,50,0,783.0,0.08,59.4
1034474,04/04/2018 22:20:00,405602,4,80,W,ML,0.385,50,100,282.0,0.0443,68.5
1036575,04/04/2018 22:25:00,401211,4,80,W,ML,0.355,60,100,277.0,0.033,67.5
1036829,04/04/2018 22:25:00,401698,4,80,W,ML,0.62,50,0,871.0,0.0875,57.9
1038325,04/04/2018 22:25:00,405602,4,80,W,ML,0.385,50,100,294.0,0.0462,67.2
1040426,04/04/2018 22:30:00,401211,4,80,W,ML,0.355,60,100,257.0,0.0269,69.8
1040680,04/04/2018 22:30:00,401698,4,80,W,ML,0.62,50,0,756.0,0.0782,60.8
1042176,04/04/2018 22:30:00,405602,4,80,W,ML,0.385,50,100,232.0,0.0325,69.4
1044277,04/04/2018 22:35:00,401211,4,80,W,ML,0.355,60,100,253.0,0.0287,69.4
1044531,04/04/2018 22:35:00,401698,4,80,W,ML,0.62,50,0,871.0,0.08199999999999999,60.8
1046027,04/04/2018 22:35:00,405602,4,80,W,ML,0.385,50,100,289.0,0.0433,69.0
1048128,04/04/2018 22:40:00,401211,4,80,W,ML,0.355,60,100,271.0,0.0314,68.6
1048382,04/04/2018 22:40:00,401698,4,80,W,ML,0.62,50,0,896.0,0.0851,60.9
1049878,04/04/2018 22:40:00,405602,4,80,W,ML,0.385,50,100,243.0,0.0364,69.4
1051979,04/04/2018 22:45:00,401211,4,80,W,ML,0.355,60,100,283.0,0.0316,69.2
1052233,04/04/2018 22:45:00,401698,4,80,W,ML,0.62,50,0,938.0,0.0852,61.1
1053729,04/04/2018 22:45:00,405602,4,80,W,ML,0.385,50,100,282.0,0.04,70.5
1055830,04/04/2018 22:50:00,401211,4,80,W,ML,0.355,60,100,217.0,0.0225,71.0
1056084,04/04/2018 22:50:00,401698,4,80,W,ML,0.62,50,0,724.0,0.0692,62.0
1057580,04/04/2018 22:50:00,405602,4,80,W,ML,0.385,50,100,213.0,0.0299,71.1
1059681,04/04/2018 22:55:00,401211,4,80,W,ML,0.355,60,100,205.0,0.0233,69.7
1059935,04/04/2018 22:55:00,401698,4,80,W,ML,0.62,50,0,672.0,0.075,60.5
1061431,04/04/2018 22:55:00,405602,4,80,W,ML,0.385,50,100,196.0,0.0288,70.8
1063532,04/04/2018 23:00:00,401211,4,80,W,ML,0.355,60,100,218.0,0.0246,70.4
1063786,04/04/2018 23:00:00,401698,4,80,W,ML,0.62,50,0,700.0,0.0776,59.0
1065282,04/04/2018 23:00:00,405602,4,80,W,ML,0.385,50,100,224.0,0.0321,72.2
1067383,04/04/2018 23:05:00,401211,4,80,W,ML,0.355,60,100,226.0,0.0235,71.8
1067637,04/04/2018 23:05:00,401698,4,80,W,ML,0.62,50,0,754.0,0.0692,59.5
1069133,04/04/2018 23:05:00,405602,4,80,W,ML,0.385,50,100,220.0,0.0283,74.1
1071234,04/04/2018 23:10:00,401211,4,80,W,ML,0.355,60,100,179.0,0.0204,69.8
1071488,04/04/2018 23:10:00,401698,4,80,W,ML,0.62,50,0,597.0,0.0669,59.7
1072984,04/04/2018 23:10:00,405602,4,80,W,ML,0.385,50,100,176.0,0.0265,71.9
1075085,04/04/2018 23:15:00,401211,4,80,W,ML,0.355,60,100,157.0,0.0167,70.0
1075339,04/04/2018 23:15:00,401698,4,80,W,ML,0.62,50,0,513.0,0.0521,59.4
1076835,04/04/2018 23:15:00,405602,4,80,W,ML,0.385,50,100,180.0,0.0254,72.9
1078936,04/04/2018 23:20:00,401211,4,80,W,ML,0.355,59,100,173.0,0.0211,68.0
1079190,04/04/2018 23:20:00,401698,4,80,W,ML,0.62,50,0,590.0,0.0643,58.0
1080686,04/04/2018 23:20:00,405602,4,80,W,ML,0.385,50,100,160.0,0.0241,71.5
1082787,04/04/2018 23:25:00,401211,4,80,W,ML,0.355,60,100,175.0,0.0196,69.4
1083041,04/04/2018 23:25:00,401698,4,80,W,ML,0.62,50,0,590.0,0.0607,59.7
